time_days,dt_days,newton_iterations,residual_norm,linear_iterations_total,p_min_bar,p_max_bar,sw_min,sw_max,sg_min,sg_max,saturated_cells,oil_rate_m3_day,water_rate_m3_day,free_gas_rate_m3_day,gas_component_rate_sm3_day,water_injection_rate_m3_day,producing_gor_sm3_sm3,recovery_factor,oil_mb_error_relative,water_mb_error_relative,gas_mb_error_relative
1.5767846297421784,0.07678462974217837,2,0.05073179557419935,4,201.96799673871706,299.29287524494055,0.20683337251046272,0.21167419397622095,0.0,0.021095638454314357,1,2.4827027222055995,0.002475980834970863,0.0700193571148887,347.84265915861135,0.0015343597745552508,140.10644772226,2.4677693132877196e-05,0.006211367494027626,-0.0015309763331598377,0.01097756934355877
1.6,0.02321537025782163,2,0.018502222581508534,4,194.63590009639344,301.5878731864366,0.2062148095812836,0.21186951846089722,0.0,0.039724127508563134,2,2.4961230008085633,0.0024828379971472713,0.0728526472454101,349.42217087288935,0.0015479038970693435,139.98595852836652,2.5162927812815425e-05,0.003955205245901912,-0.0016028933444540633,0.011466907735952573
1.6290192128222771,0.02901921282227704,2,0.06415009141699038,4,189.49278434571107,319.7457701591183,0.20560367342546654,0.21200690786778134,0.0,0.029282926879850152,3,2.400696080286069,0.0023747957815198925,0.06634266869179499,333.7715307318151,0.0015593240677370388,139.03114745455105,2.574628297688848e-05,0.004608849548072665,-0.0018583120685416088,0.012816033449342646
1.6652932288501234,0.0362740160278463,2,0.06584568005495958,4,185.30793488934998,324.90464134423877,0.20496662328549634,0.21211553396172944,0.0,0.03162218667168632,4,2.424985747689317,0.0023868340404247343,0.06135200264280098,336.7283456955858,0.0015697984200234315,138.8578658725901,2.6482854741602212e-05,0.004225448870727538,-0.00214265019547039,0.014562882176072585
1.710635748884931,0.045342520034807876,2,0.06993576490530665,4,186.80447580588367,313.74643637013423,0.20543276777635608,0.21207763623170628,0.0,0.028199588230520895,4,2.4497114048375606,0.0023991337233060846,0.0504026072692639,339.8028266136631,0.0015696209882034597,138.7113706302867,2.7412957245410685e-05,0.005021277527248043,-0.002548240489061023,0.016831399190560613
1.767313898928441,0.056678150043509845,2,0.051896275997185826,4,187.5872381819954,326.3563067652908,0.20409383386196508,0.21206591933372404,0.0,0.03658051758423829,4,2.488560740700637,0.00241844430230313,0.03209191522243773,344.68359229215145,0.0015803444825386102,138.50720484930102,2.8594023192216886e-05,0.0037606952095939946,-0.0027917421820695394,0.01853272394692708
1.8381615864828285,0.0708476875543873,2,0.06660756918716507,4,189.58881662790805,309.3983955107047,0.20440590433224073,0.21201527345360408,0.0,0.03201823409373558,5,2.5352037411410446,0.0024410207615937233,0.01080733186193982,350.6564899951365,0.0016038321159036963,138.3149150124372,3.0098026469043854e-05,0.004051293525141223,-0.002963258022219817,0.01971872907628401
1.9267211959258124,0.08855960944298412,2,0.0647949145785798,4,192.6102919808609,314.46625147035854,0.2044121323467719,0.211938003810853,0.0,0.02521346871099525,5,2.578072922216022,0.0024613306095061975,-0.0,356.5061720426331,0.0016002644332975189,138.28397520121067,3.2009820608105154e-05,0.004950182353242868,-0.0030477828150796914,0.020482513349717717
2.0,0.07327880407418753,2,0.0728864884858259,4,192.7720564287848,313.0040727813867,0.20410805401773288,0.21193387893890023,0.0,0.02485319126862809,5,2.5819537440873863,0.0024631525958663195,-0.0,357.0499687723077,0.0016023380117737745,138.28674103474694,3.35941193099147e-05,0.005043005528153705,-0.0030619684387289785,0.020562172810138748
2.0915985050927346,0.09159850509273441,2,0.0712460754557746,4,192.74466178058668,328.75664422764925,0.2050196484375481,0.2119275045957696,0.0,0.018330142295832883,5,2.6432028807906467,0.0024822141065075007,-0.0,366.61597922272665,0.0016620187140268259,138.7014148202891,3.562147112743149e-05,0.007505744055976648,-0.0034011584620842706,0.022843064505642895
2.2,0.10840149490726583,2,0.04353779682097178,4,195.94842682930658,321.0569100503014,0.20409816060488706,0.2118457967869261,0.0,0.014016282705894084,5,2.728053435322884,0.0024846266655867357,-0.0,382.3573735722777,0.0016218231089093857,140.157582187177,3.809774331536613e-05,0.008983631338545224,-0.0036357173237159136,0.024323372831149884
2.3355018686340827,0.13550186863408228,2,0.062330128198029806,4,198.52529835775186,319.60076192192395,0.20451655466256372,0.21177983667758474,0.0,0.013294935424934916,4,2.7440911617274746,0.002467392625074996,-0.0,385.3548555444382,0.0013245809234252526,140.43077756274232,4.121128048850198e-05,0.010127381918230937,-0.003713188243248311,0.025879611694974967
2.5,0.1644981313659173,2,0.04789800039045416,4,191.32729590781744,341.3839330412239,0.2054827279092354,0.21183798144512245,0.0,0.025310358759922904,5,2.732200871553914,0.002411346536600087,-0.0,383.1303782521654,0.0012385344945464421,140.22774907990697,4.497471038206336e-05,0.012145291406378728,-0.004020721945125495,0.027971141257302497
2.6,0.1,2,0.023064801777391602,4,194.0697208473602,304.9295380205701,0.20504477268204124,0.21172912170275127,0.0,0.01901305899173732,3,2.7348001194930327,0.002480239503397737,-0.0,383.6200096529822,0.0011425142909962812,140.27350917481175,4.7264712194311724e-05,0.013336105428519918,-0.004218198132263148,0.02915364531036055
2.725,0.125,2,0.03964379677588598,4,191.35693854222149,302.3266393630786,0.20605484211286906,0.21167697297977764,0.0,0.027476735556982337,4,1.3897297706656828,0.0013373513480388966,-0.0,225.84572712945928,0.0011124938304387798,162.51053398768224,4.8719335729079356e-05,0.013349223406077013,-0.004285553717988011,0.029878920087870117
2.88125,0.15625,2,0.029392393932900395,5,191.70239794359657,313.0974211868156,0.20643724396002017,0.21168879648566977,0.0,0.029977601652919586,4,1.3235978545399,0.0013084500816548058,-0.0,213.43477101582704,0.0010583623672657581,161.2534881979087,5.045109019532664e-05,0.01389040996622457,-0.004354462905035923,0.030374654569388235
3.0,0.11875,2,0.0251060884561778,4,189.99162617992795,341.76738972516887,0.20650001467757734,0.2119086214347202,0.0,0.02825287914778822,4,1.3425932250825654,0.001314261529185101,-0.0,216.83257209602394,0.000915404974865296,161.50280520199212,5.178611183539321e-05,0.015224789906378699,-0.00479717951993357,0.03311275598994775
